2016-08-31 09:39:16,977 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:51469 which had sessionid 0x156da5b96b90003
2016-08-31 09:39:16,984 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:51470
2016-08-31 09:39:16,984 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@898] - Client attempting to establish new session at /127.0.0.1:51470
2016-08-31 09:39:16,988 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@643] - Established session 0x156da5b96b90004 with negotiated timeout 40000 for client /127.0.0.1:51470
2016-08-31 09:39:37,798 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@651] - Got user-level KeeperException when processing sessionid:0x156da5b96b90004 type:create cxid:0x2 zxid:0x2b txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2016-08-31 09:39:37,805 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@651] - Got user-level KeeperException when processing sessionid:0x156da5b96b90004 type:create cxid:0x3 zxid:0x2c txntype:-1 reqpath:n/a Error Path:/dubbo/cn.starteasy.uua.rpcapi.IServiceMock Error:KeeperErrorCode = NodeExists for /dubbo/cn.starteasy.uua.rpcapi.IServiceMock
2016-08-31 09:39:37,806 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@651] - Got user-level KeeperException when processing sessionid:0x156da5b96b90004 type:create cxid:0x4 zxid:0x2d txntype:-1 reqpath:n/a Error Path:/dubbo/cn.starteasy.uua.rpcapi.IServiceMock/providers Error:KeeperErrorCode = NodeExists for /dubbo/cn.starteasy.uua.rpcapi.IServiceMock/providers
2016-08-31 09:39:37,812 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@651] - Got user-level KeeperException when processing sessionid:0x156da5b96b90004 type:create cxid:0x6 zxid:0x2f txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
2016-08-31 09:39:37,814 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@651] - Got user-level KeeperException when processing sessionid:0x156da5b96b90004 type:create cxid:0x7 zxid:0x30 txntype:-1 reqpath:n/a Error Path:/dubbo/cn.starteasy.uua.rpcapi.IServiceMock Error:KeeperErrorCode = NodeExists for /dubbo/cn.starteasy.uua.rpcapi.IServiceMock
2016-08-31 09:39:37,815 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@651] - Got user-level KeeperException when processing sessionid:0x156da5b96b90004 type:create cxid:0x8 zxid:0x31 txntype:-1 reqpath:n/a Error Path:/dubbo/cn.starteasy.uua.rpcapi.IServiceMock/configurators Error:KeeperErrorCode = NodeExists for /dubbo/cn.starteasy.uua.rpcapi.IServiceMock/configurators
2016-08-31 09:41:11,829 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@357] - caught end of stream exception
EndOfStreamException: Unable to read additional data from client sessionid 0x156da5b96b90004, likely client has closed socket
	at org.apache.zookeeper.server.NIOServerCnxn.doIO(NIOServerCnxn.java:230)
	at org.apache.zookeeper.server.NIOServerCnxnFactory.run(NIOServerCnxnFactory.java:203)
	at java.lang.Thread.run(Thread.java:744)
2016-08-31 09:41:11,830 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:51470 which had sessionid 0x156da5b96b90004
2016-08-31 09:41:12,005 [myid:] - INFO  [SessionTracker:ZooKeeperServer@353] - Expiring session 0x156da5b96b90004, timeout of 40000ms exceeded
2016-08-31 09:41:12,006 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@489] - Processed session termination for sessionid: 0x156da5b96b90004
2016-08-31 09:41:16,879 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:51485
2016-08-31 09:41:17,109 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@891] - Client attempting to renew session 0x156da5b96b90004 at /127.0.0.1:51485
2016-08-31 09:41:17,110 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@636] - Invalid session 0x156da5b96b90004 for client /127.0.0.1:51485, probably expired
2016-08-31 09:41:17,111 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:51485 which had sessionid 0x156da5b96b90004
2016-08-31 09:45:42,901 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:51519
2016-08-31 09:45:42,904 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@898] - Client attempting to establish new session at /127.0.0.1:51519
2016-08-31 09:45:42,910 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@643] - Established session 0x156da5b96b90005 with negotiated timeout 40000 for client /127.0.0.1:51519
2016-08-31 09:46:24,004 [myid:] - INFO  [SessionTracker:ZooKeeperServer@353] - Expiring session 0x156da5b96b90005, timeout of 40000ms exceeded
2016-08-31 09:46:24,004 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@489] - Processed session termination for sessionid: 0x156da5b96b90005
2016-08-31 09:46:24,009 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:51519 which had sessionid 0x156da5b96b90005
2016-08-31 09:48:15,180 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:51541
2016-08-31 09:48:15,180 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@898] - Client attempting to establish new session at /127.0.0.1:51541
2016-08-31 09:48:15,186 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@643] - Established session 0x156da5b96b90006 with negotiated timeout 40000 for client /127.0.0.1:51541
2016-08-31 09:48:15,186 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@489] - Processed session termination for sessionid: 0x156da5b96b90006
2016-08-31 09:48:15,187 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1008] - Closed socket connection for client /127.0.0.1:51541 which had sessionid 0x156da5b96b90006
2016-08-31 09:48:15,188 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:51542
2016-08-31 09:48:15,188 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@898] - Client attempting to establish new session at /127.0.0.1:51542
2016-08-31 09:48:15,189 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@643] - Established session 0x156da5b96b90007 with negotiated timeout 40000 for client /127.0.0.1:51542
2016-08-31 09:48:18,851 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@651] - Got user-level KeeperException when processing sessionid:0x156da5b96b90007 type:create cxid:0x2 zxid:0x38 txntype:-1 reqpath:n/a Error Path:/dubbo Error:KeeperErrorCode = NodeExists for /dubbo
